"SRR1554536"	"SRR1554538"	"SRR1554556"	"SRR1554561"	"SRR1554566"	"SRR1554568"
"X100507023"	"26"	"581"	"132"	"161"	"408"	"290"
"X100507024"	"0"	"0"	"2"	"0"	"2"	"0"
"X100507025"	"6"	"21"	"92"	"23"	"27"	"16"
"X100507027"	"8"	"2"	"3"	"0"	"8"	"2"
"X100507028"	"22"	"65"	"31"	"19"	"82"	"97"
"X100507029"	"78"	"693"	"238"	"218"	"1169"	"1298"
"X100507030"	"0"	"9"	"3"	"0"	"0"	"4"
"X100507031"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507032"	"26"	"539"	"225"	"258"	"396"	"295"
"X100507033"	"3"	"298"	"68"	"62"	"153"	"138"
"X100507034"	"32"	"507"	"291"	"129"	"326"	"308"
"X100507035"	"0"	"4"	"0"	"0"	"2"	"0"
"X100507036"	"39"	"41"	"205"	"130"	"66"	"58"
"X100507037"	"0"	"5"	"1"	"2"	"0"	"0"
"X100507039"	"0"	"6"	"2"	"0"	"2"	"2"
"X100507040"	"4"	"14"	"3"	"1"	"12"	"0"
"X100507041"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507042"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507043"	"209"	"1501"	"2123"	"2876"	"776"	"380"
"X100507044"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507047"	"8"	"274"	"39"	"102"	"120"	"153"
"X100507048"	"0"	"93"	"7"	"4"	"82"	"55"
"X100507049"	"14"	"42"	"32"	"4"	"46"	"42"
"X100507050"	"3"	"2"	"23"	"131"	"5"	"3"
"X100507051"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507052"	"14"	"225"	"68"	"62"	"117"	"82"
"X100507053"	"12"	"827"	"72"	"18"	"721"	"782"
"X100507054"	"3"	"0"	"12"	"0"	"2"	"0"
"X100507055"	"0"	"4"	"13"	"9"	"2"	"4"
"X100507056"	"0"	"4"	"0"	"0"	"2"	"2"
"X100507057"	"292"	"658"	"304"	"363"	"994"	"839"
"X100507058"	"0"	"2"	"2"	"0"	"0"	"0"
"X100507059"	"0"	"63"	"0"	"0"	"14"	"5"
"X100507060"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507061"	"154"	"959"	"581"	"269"	"837"	"783"
"X100507062"	"27"	"345"	"162"	"70"	"268"	"365"
"X100507063"	"4"	"505"	"133"	"56"	"818"	"441"
"X100507064"	"1"	"14"	"14"	"4"	"10"	"7"
"X100507065"	"2"	"2"	"0"	"0"	"2"	"4"
"X100507066"	"0"	"9"	"1"	"1"	"6"	"6"
"X100507069"	"0"	"79"	"20"	"11"	"22"	"35"
"X100507070"	"0"	"2"	"2"	"3"	"5"	"1"
"X100507071"	"19"	"287"	"98"	"153"	"355"	"293"
"X100507073"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507077"	"4"	"5"	"52"	"11"	"4"	"1"
"X100507079"	"0"	"9"	"2"	"0"	"13"	"8"
"X100507080"	"0"	"10"	"0"	"0"	"4"	"0"
"X100507081"	"10"	"334"	"264"	"201"	"316"	"311"
"X100507082"	"39"	"22"	"85"	"81"	"10"	"18"
"X100507084"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507085"	"0"	"30"	"6"	"6"	"14"	"11"
"X100507086"	"0"	"2"	"0"	"0"	"0"	"0"
"X100507087"	"245"	"2625"	"1045"	"824"	"1170"	"1474"
"X100507088"	"34"	"432"	"165"	"114"	"289"	"227"
"X100507089"	"3"	"45"	"22"	"54"	"20"	"14"
"X100507090"	"73"	"879"	"558"	"222"	"1346"	"848"
"X100507091"	"0"	"11"	"3"	"15"	"4"	"0"
"X100507092"	"11"	"260"	"51"	"29"	"66"	"176"
"X100507094"	"5"	"329"	"33"	"34"	"498"	"316"
"X100507095"	"12"	"429"	"61"	"42"	"222"	"292"
"X100507096"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507098"	"26"	"45"	"30"	"90"	"34"	"26"
"X100507099"	"2"	"63"	"30"	"24"	"43"	"53"
"X100507100"	"46"	"382"	"186"	"42"	"713"	"412"
"X100507101"	"0"	"0"	"2"	"0"	"0"	"0"
"X100507102"	"101"	"449"	"48"	"152"	"73"	"47"
"X100507103"	"4"	"10"	"6"	"15"	"20"	"19"
"X100507105"	"12"	"303"	"87"	"41"	"258"	"279"
"X100507106"	"15"	"379"	"90"	"78"	"338"	"277"
"X100507107"	"20"	"209"	"143"	"94"	"112"	"190"
"X100507108"	"20"	"113"	"64"	"120"	"48"	"41"
"X100507109"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507110"	"27"	"1080"	"448"	"212"	"976"	"909"
"X100507111"	"8"	"85"	"33"	"13"	"133"	"93"
"X100507113"	"2"	"324"	"155"	"25"	"136"	"119"
"X100507114"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507115"	"3"	"9"	"5"	"7"	"8"	"3"
"X100507118"	"5"	"45"	"3"	"10"	"24"	"41"
"X100507119"	"2"	"30"	"17"	"20"	"37"	"25"
"X100507120"	"45"	"161"	"213"	"289"	"148"	"137"
"X100507123"	"0"	"0"	"0"	"1"	"0"	"0"
"X100507124"	"0"	"2"	"0"	"0"	"0"	"0"
"X100507126"	"104"	"568"	"295"	"39"	"770"	"558"
"X100507127"	"3"	"0"	"48"	"8"	"1"	"0"
"X100507128"	"53"	"141"	"144"	"130"	"114"	"120"
"X100507130"	"2"	"4"	"1"	"1"	"10"	"13"
"X100507131"	"86"	"1388"	"1051"	"341"	"359"	"360"
"X100507132"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507133"	"8"	"28"	"43"	"93"	"19"	"25"
"X100507134"	"9"	"0"	"8"	"0"	"0"	"2"
"X100507135"	"10"	"13"	"11"	"4"	"27"	"22"
"X100507136"	"4"	"21"	"20"	"4"	"16"	"7"
"X100507137"	"14"	"119"	"64"	"39"	"73"	"77"
"X100507139"	"0"	"0"	"4"	"0"	"0"	"0"
"X100507140"	"12"	"0"	"582"	"57"	"0"	"0"
"X100507141"	"0"	"2"	"0"	"0"	"2"	"1"
"X100507143"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507144"	"2"	"0"	"1"	"0"	"0"	"0"
"X100507145"	"29"	"1648"	"344"	"452"	"892"	"1153"
"X100507146"	"2"	"21"	"10"	"3"	"39"	"9"
"X100507148"	"98"	"358"	"668"	"78"	"477"	"357"
"X100507149"	"0"	"2"	"3"	"2"	"6"	"4"
"X100507150"	"109"	"568"	"278"	"562"	"1051"	"908"
"X100507152"	"25"	"56"	"71"	"153"	"50"	"60"
"X100507153"	"3"	"51"	"6"	"2"	"11"	"21"
"X100507154"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507155"	"0"	"3"	"0"	"1"	"0"	"0"
"X100507156"	"4"	"44"	"20"	"47"	"24"	"16"
"X100507159"	"0"	"5"	"3"	"3"	"0"	"1"
"X100507160"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507161"	"0"	"10"	"3"	"0"	"4"	"2"
"X100507162"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507163"	"0"	"2"	"0"	"0"	"0"	"0"
"X100507164"	"0"	"2"	"3"	"0"	"1"	"0"
"X100507165"	"89"	"373"	"431"	"182"	"901"	"774"
"X100507166"	"0"	"14"	"0"	"4"	"22"	"7"
"X100507167"	"22"	"738"	"154"	"62"	"598"	"567"
"X100507168"	"0"	"0"	"0"	"4"	"0"	"0"
"X100507169"	"0"	"39"	"2"	"2"	"10"	"10"
"X100507170"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507171"	"112"	"3589"	"894"	"1181"	"1695"	"1957"
"X100507172"	"2"	"7"	"5"	"2"	"9"	"3"
"X100507173"	"1"	"332"	"28"	"18"	"206"	"214"
"X100507175"	"10"	"8"	"4"	"0"	"62"	"38"
"X100507176"	"340"	"3233"	"1976"	"893"	"2686"	"2499"
"X100507177"	"6"	"5"	"3"	"16"	"4"	"8"
"X100507178"	"7"	"136"	"31"	"53"	"113"	"65"
"X100507181"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507182"	"41"	"26"	"3829"	"221"	"6"	"4"
"X100507183"	"0"	"5"	"4"	"1"	"8"	"0"
"X100507184"	"53"	"2169"	"2565"	"4479"	"582"	"652"
"X100507185"	"102"	"617"	"480"	"152"	"410"	"811"
"X100507186"	"7"	"32"	"25"	"3"	"45"	"19"
"X100507187"	"2"	"213"	"66"	"94"	"18"	"17"
"X100507190"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507191"	"2"	"43"	"23"	"12"	"38"	"42"
"X100507192"	"4"	"3"	"12"	"9"	"2"	"4"
"X100507193"	"0"	"33"	"10"	"0"	"4"	"2"
"X100507194"	"12"	"106"	"18"	"10"	"74"	"92"
"X100507195"	"0"	"4"	"2"	"0"	"12"	"6"
"X100507196"	"31"	"631"	"514"	"194"	"479"	"664"
"X100507197"	"0"	"0"	"0"	"1"	"0"	"0"
"X100507198"	"40"	"298"	"114"	"89"	"155"	"136"
"X100507199"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507200"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507201"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507202"	"0"	"2"	"0"	"0"	"2"	"0"
"X100507203"	"0"	"0"	"7"	"8"	"4"	"4"
"X100507204"	"58"	"783"	"331"	"295"	"466"	"547"
"X100507205"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507206"	"182"	"900"	"293"	"117"	"764"	"1033"
"X100507207"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507209"	"0"	"0"	"2"	"0"	"14"	"2"
"X100507210"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507211"	"441"	"2116"	"2886"	"3985"	"988"	"692"
"X100507212"	"15"	"87"	"89"	"29"	"152"	"107"
"X100507213"	"42"	"625"	"102"	"41"	"580"	"682"
"X100507214"	"9"	"79"	"41"	"39"	"64"	"65"
"X100507215"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507217"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507218"	"90"	"295"	"206"	"175"	"245"	"228"
"X100507221"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507222"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507224"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507225"	"8"	"14"	"8"	"1"	"11"	"2"
"X100507226"	"0"	"18"	"18"	"18"	"7"	"8"
"X100507227"	"0"	"20"	"10"	"10"	"5"	"3"
"X100507228"	"0"	"2"	"12"	"4"	"4"	"2"
"X100507229"	"6"	"112"	"52"	"6"	"83"	"85"
"X100507230"	"34"	"69"	"529"	"101"	"8"	"9"
"X100507233"	"0"	"13"	"2"	"6"	"7"	"6"
"X100507235"	"0"	"16"	"3"	"3"	"14"	"10"
"X100507236"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507237"	"98"	"527"	"381"	"193"	"396"	"448"
"X100507238"	"39"	"325"	"178"	"50"	"240"	"281"
"X100507239"	"14"	"195"	"102"	"66"	"283"	"161"
"X100507240"	"4"	"22"	"13"	"21"	"10"	"2"
"X100507241"	"0"	"7"	"6"	"0"	"0"	"4"
"X100507242"	"15"	"24"	"99"	"34"	"22"	"11"
"X100507243"	"17"	"453"	"184"	"131"	"377"	"396"
"X100507244"	"0"	"16"	"3"	"12"	"15"	"3"
"X100507245"	"1"	"61"	"38"	"17"	"76"	"41"
"X100507246"	"215"	"3729"	"1009"	"747"	"4213"	"3248"
"X100507247"	"2"	"28"	"5"	"0"	"14"	"10"
"X100507248"	"24"	"75"	"483"	"114"	"100"	"92"
"X100507249"	"0"	"6"	"2"	"1"	"0"	"0"
"X100507250"	"10"	"16"	"19"	"2"	"24"	"16"
"X100507252"	"14"	"84"	"29"	"31"	"67"	"45"
"X100507253"	"9"	"18"	"34"	"15"	"6"	"4"
"X100507254"	"0"	"3"	"2"	"0"	"4"	"2"
"X100507255"	"19"	"640"	"109"	"36"	"308"	"361"
"X100507256"	"3"	"50"	"29"	"28"	"14"	"13"
"X100507257"	"82"	"172"	"445"	"485"	"88"	"114"
"X100507258"	"7"	"56"	"46"	"23"	"31"	"28"
"X100507259"	"7"	"16"	"10"	"2"	"34"	"15"
"X100507260"	"47"	"654"	"212"	"138"	"280"	"342"
"X100507261"	"0"	"1"	"0"	"2"	"2"	"10"
"X100507263"	"4"	"20"	"13"	"22"	"18"	"8"
"X100507264"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507265"	"23"	"101"	"82"	"42"	"103"	"64"
"X100507266"	"21"	"374"	"140"	"135"	"330"	"273"
"X100507267"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507268"	"0"	"4"	"5"	"0"	"5"	"1"
"X100507269"	"3"	"52"	"44"	"65"	"27"	"38"
"X100507271"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507272"	"0"	"14"	"8"	"6"	"16"	"16"
"X100507273"	"0"	"6"	"0"	"0"	"0"	"2"
"X100507274"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507276"	"2"	"20"	"0"	"0"	"4"	"5"
"X100507277"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507278"	"92"	"2021"	"1547"	"2205"	"832"	"1409"
"X100507279"	"0"	"3"	"0"	"0"	"0"	"0"
"X100507280"	"111"	"524"	"343"	"167"	"468"	"486"
"X100507281"	"6"	"54"	"55"	"4"	"14"	"26"
"X100507282"	"41"	"900"	"578"	"234"	"555"	"486"
"X100507283"	"74"	"493"	"405"	"243"	"323"	"286"
"X100507284"	"0"	"0"	"0"	"3"	"4"	"3"
"X100507285"	"0"	"4"	"0"	"0"	"3"	"1"
"X100507286"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507288"	"2"	"2"	"2"	"6"	"0"	"0"
"X100507289"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507290"	"207"	"1476"	"985"	"2452"	"1505"	"1628"
"X100507291"	"27"	"277"	"126"	"94"	"163"	"136"
"X100507292"	"2"	"436"	"27"	"21"	"145"	"99"
"X100507293"	"1"	"43"	"12"	"2"	"20"	"23"
"X100507294"	"27"	"488"	"39"	"66"	"405"	"290"
"X100507295"	"8"	"21"	"50"	"14"	"19"	"15"
"X100507296"	"0"	"1"	"0"	"0"	"0"	"1"
"X100507297"	"58"	"422"	"237"	"100"	"435"	"450"
"X100507298"	"0"	"10"	"2"	"6"	"6"	"5"
"X100507299"	"6"	"47"	"16"	"23"	"44"	"29"
"X100507300"	"0"	"67"	"23"	"9"	"46"	"58"
"X100507301"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507302"	"5"	"140"	"53"	"24"	"119"	"70"
"X100507303"	"224"	"539"	"254"	"153"	"391"	"462"
"X100507304"	"22"	"222"	"53"	"66"	"406"	"225"
"X100507305"	"0"	"7"	"8"	"6"	"6"	"3"
"X100507306"	"6"	"60"	"35"	"12"	"92"	"38"
"X100507307"	"0"	"1"	"2"	"0"	"0"	"0"
"X100507308"	"0"	"0"	"2"	"0"	"0"	"0"
"X100507309"	"28"	"206"	"711"	"50"	"175"	"137"
"X100507311"	"4"	"10"	"1"	"0"	"3"	"4"
"X100507312"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507313"	"294"	"798"	"309"	"161"	"1604"	"1055"
"X100507314"	"42"	"696"	"43"	"44"	"269"	"338"
"X100507315"	"107"	"62"	"224"	"244"	"47"	"51"
"X100507316"	"94"	"209"	"311"	"122"	"240"	"176"
"X100507317"	"30"	"246"	"95"	"76"	"112"	"213"
"X100507318"	"0"	"10"	"4"	"1"	"8"	"5"
"X100507319"	"56"	"16"	"219"	"26"	"14"	"6"
"X100507321"	"173"	"2330"	"1853"	"1061"	"1712"	"1562"
"X100507322"	"107"	"1040"	"687"	"375"	"753"	"1382"
"X100507325"	"0"	"0"	"1"	"2"	"2"	"0"
"X100507326"	"17"	"2"	"14"	"7"	"5"	"2"
"X100507327"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507328"	"0"	"7"	"0"	"0"	"7"	"4"
"X100507329"	"23"	"2"	"29"	"56"	"4"	"0"
"X100507330"	"0"	"7"	"6"	"5"	"5"	"6"
"X100507331"	"11"	"93"	"26"	"26"	"45"	"93"
"X100507332"	"1"	"12"	"7"	"0"	"8"	"3"
"X100507333"	"158"	"461"	"397"	"709"	"397"	"391"
"X100507334"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507335"	"0"	"3"	"0"	"2"	"0"	"5"
"X100507336"	"22"	"14"	"988"	"38"	"6"	"6"
"X100507337"	"1"	"22"	"8"	"1"	"10"	"8"
"X100507338"	"131"	"106"	"499"	"776"	"65"	"55"
"X100507339"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507341"	"13"	"833"	"218"	"32"	"488"	"453"
"X100507342"	"34"	"415"	"101"	"143"	"254"	"309"
"X100507343"	"6"	"17"	"12"	"16"	"4"	"10"
"X100507344"	"4"	"17"	"10"	"2"	"46"	"14"
"X100507345"	"33"	"247"	"166"	"30"	"232"	"148"
"X100507346"	"2"	"32"	"12"	"2"	"25"	"17"
"X100507347"	"25"	"35"	"15"	"2"	"70"	"49"
"X100507348"	"0"	"2"	"0"	"4"	"2"	"0"
"X100507349"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507351"	"162"	"122"	"406"	"1332"	"81"	"16"
"X100507352"	"11"	"0"	"10"	"5"	"4"	"4"
"X100507353"	"13"	"61"	"26"	"32"	"171"	"139"
"X100507355"	"0"	"27"	"0"	"0"	"2"	"3"
"X100507358"	"4"	"3321"	"200"	"106"	"3197"	"2719"
"X100507359"	"18"	"199"	"74"	"14"	"39"	"135"
"X100507360"	"11"	"22"	"64"	"20"	"38"	"43"
"X100507362"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507363"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507364"	"16"	"149"	"247"	"42"	"23"	"47"
"X100507367"	"495"	"254"	"1717"	"832"	"229"	"173"
"X100507369"	"0"	"5"	"2"	"2"	"0"	"4"
"X100507370"	"15"	"109"	"40"	"49"	"32"	"28"
"X100507371"	"0"	"2"	"0"	"4"	"2"	"4"
"X100507372"	"44"	"482"	"225"	"75"	"411"	"319"
"X100507373"	"16"	"405"	"119"	"123"	"254"	"241"
"X100507374"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507375"	"0"	"2"	"0"	"2"	"0"	"0"
"X100507376"	"83"	"200"	"147"	"68"	"91"	"100"
"X100507377"	"0"	"0"	"42"	"3"	"0"	"0"
"X100507378"	"0"	"2"	"2"	"0"	"4"	"4"
"X100507380"	"89"	"593"	"546"	"330"	"503"	"439"
"X100507381"	"0"	"12"	"0"	"7"	"0"	"0"
"X100507382"	"2"	"57"	"11"	"9"	"27"	"16"
"X100507383"	"29"	"74"	"95"	"100"	"40"	"59"
"X100507384"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507386"	"1"	"0"	"159"	"7"	"0"	"0"
"X100507387"	"36"	"323"	"118"	"130"	"246"	"170"
"X100507389"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507390"	"14"	"2"	"8"	"5"	"0"	"4"
"X100507391"	"0"	"2"	"2"	"0"	"0"	"0"
"X100507392"	"21"	"15"	"28"	"4"	"6"	"10"
"X100507395"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507396"	"0"	"0"	"2"	"2"	"0"	"0"
"X100507397"	"586"	"115"	"2296"	"1743"	"137"	"114"
"X100507398"	"23"	"227"	"100"	"67"	"180"	"164"
"X100507399"	"0"	"2"	"2"	"2"	"2"	"0"
"X100507400"	"171"	"228"	"378"	"109"	"41"	"132"
"X100507401"	"7"	"23"	"44"	"22"	"37"	"51"
"X100507402"	"0"	"9"	"4"	"4"	"3"	"0"
"X100507403"	"10"	"93"	"8"	"6"	"247"	"140"
"X100507404"	"0"	"0"	"0"	"0"	"0"	"1"
"X100507405"	"124"	"961"	"890"	"3390"	"797"	"943"
"X100507406"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507407"	"40"	"134"	"126"	"28"	"160"	"88"
"X100507408"	"0"	"0"	"0"	"1"	"0"	"0"
"X100507410"	"6"	"0"	"0"	"1"	"0"	"0"
"X100507411"	"9"	"92"	"29"	"7"	"84"	"102"
"X100507412"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507413"	"8"	"52"	"31"	"33"	"52"	"28"
"X100507416"	"0"	"2"	"0"	"0"	"2"	"1"
"X100507417"	"11"	"12"	"88"	"58"	"16"	"19"
"X100507418"	"29"	"473"	"201"	"126"	"393"	"388"
"X100507419"	"42"	"415"	"196"	"309"	"167"	"280"
"X100507420"	"7"	"13"	"37"	"17"	"2"	"0"
"X100507421"	"4"	"1281"	"94"	"968"	"364"	"563"
"X100507423"	"4"	"78"	"74"	"46"	"79"	"57"
"X100507424"	"13"	"124"	"84"	"36"	"151"	"103"
"X100507425"	"0"	"0"	"0"	"0"	"2"	"2"
"X100507427"	"8"	"23"	"394"	"555"	"15"	"16"
"X100507428"	"0"	"0"	"0"	"0"	"0"	"1"
"X100507429"	"0"	"17"	"0"	"0"	"2"	"2"
"X100507430"	"0"	"3"	"0"	"0"	"2"	"0"
"X100507431"	"3"	"5"	"12"	"10"	"6"	"2"
"X100507433"	"90"	"2082"	"344"	"203"	"1536"	"1907"
"X100507435"	"0"	"3"	"0"	"0"	"0"	"0"
"X100507436"	"2"	"12"	"0"	"0"	"6"	"2"
"X100507437"	"46"	"366"	"112"	"214"	"455"	"372"
"X100507438"	"1"	"2"	"4"	"0"	"0"	"0"
"X100507439"	"5"	"6"	"34"	"51"	"2"	"1"
"X100507440"	"43"	"535"	"261"	"135"	"864"	"577"
"X100507441"	"0"	"3"	"2"	"0"	"1"	"2"
"X100507442"	"10"	"257"	"71"	"121"	"94"	"100"
"X100507443"	"0"	"1"	"0"	"0"	"0"	"0"
"X100507444"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507445"	"0"	"0"	"0"	"0"	"2"	"2"
"X100507447"	"25"	"59"	"325"	"37"	"36"	"30"
"X100507448"	"462"	"200"	"506"	"256"	"133"	"119"
"X100507449"	"10"	"53"	"114"	"33"	"110"	"64"
"X100507450"	"0"	"0"	"61"	"20"	"2"	"1"
"X100507452"	"37"	"8"	"484"	"1592"	"7"	"8"
"X100507453"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507454"	"0"	"17"	"0"	"0"	"0"	"1"
"X100507455"	"81"	"193"	"483"	"174"	"166"	"179"
"X100507456"	"29"	"32"	"39"	"22"	"94"	"52"
"X100507457"	"41"	"137"	"84"	"103"	"145"	"129"
"X100507458"	"63"	"739"	"309"	"291"	"619"	"626"
"X100507459"	"75"	"556"	"158"	"154"	"391"	"412"
"X100507460"	"50"	"1179"	"338"	"246"	"517"	"333"
"X100507461"	"2"	"0"	"0"	"2"	"0"	"0"
"X100507462"	"14"	"119"	"34"	"18"	"74"	"86"
"X100507463"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507464"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507465"	"1"	"6"	"8"	"4"	"4"	"3"
"X100507466"	"45"	"22"	"101"	"51"	"10"	"10"
"X100507467"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507468"	"4"	"21"	"32"	"5"	"35"	"28"
"X100507470"	"0"	"37"	"42"	"6"	"12"	"11"
"X100507473"	"2153"	"24803"	"9973"	"3698"	"14293"	"18805"
"X100507474"	"9"	"189"	"57"	"82"	"81"	"66"
"X100507475"	"13"	"6"	"33"	"6"	"11"	"8"
"X100507476"	"0"	"4"	"0"	"0"	"0"	"2"
"X100507477"	"0"	"2"	"0"	"0"	"1"	"0"
"X100507478"	"0"	"2"	"1"	"0"	"0"	"0"
"X100507479"	"13"	"0"	"0"	"0"	"2"	"0"
"X100507480"	"1"	"4"	"0"	"0"	"0"	"0"
"X100507481"	"1"	"0"	"0"	"0"	"0"	"0"
"X100507482"	"0"	"2"	"117"	"15"	"0"	"2"
"X100507483"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507484"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507485"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507486"	"76"	"667"	"292"	"122"	"365"	"445"
"X100507487"	"20"	"34"	"34"	"8"	"43"	"53"
"X100507488"	"4"	"29"	"15"	"10"	"20"	"17"
"X100507489"	"7"	"76"	"57"	"10"	"35"	"36"
"X100507491"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507492"	"0"	"4"	"0"	"0"	"7"	"9"
"X100507493"	"662"	"6384"	"1807"	"900"	"5075"	"5536"
"X100507494"	"2"	"13"	"21"	"3"	"3"	"5"
"X100507495"	"35"	"446"	"288"	"127"	"306"	"291"
"X100507496"	"0"	"0"	"0"	"0"	"1"	"0"
"X100507497"	"2"	"36"	"24"	"21"	"20"	"22"
"X100507498"	"2"	"2"	"0"	"2"	"0"	"0"
"X100507499"	"162"	"332"	"226"	"150"	"350"	"296"
"X100507500"	"6"	"8"	"9"	"8"	"0"	"2"
"X100507501"	"23"	"79"	"59"	"62"	"42"	"36"
"X100507502"	"57"	"136"	"157"	"89"	"100"	"82"
"X100507503"	"30"	"1198"	"243"	"173"	"1229"	"1290"
"X100507505"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507506"	"11"	"17"	"24"	"8"	"17"	"7"
"X100507507"	"66"	"418"	"368"	"315"	"283"	"246"
"X100507508"	"14"	"287"	"60"	"86"	"150"	"119"
"X100507509"	"0"	"8"	"36"	"2"	"2"	"8"
"X100507510"	"0"	"7"	"0"	"2"	"2"	"2"
"X100507511"	"0"	"1"	"0"	"0"	"2"	"2"
"X100507513"	"4"	"0"	"1"	"0"	"0"	"0"
"X100507514"	"18"	"77"	"67"	"47"	"112"	"51"
"X100507515"	"2"	"7"	"2"	"0"	"3"	"4"
"X100507516"	"25"	"35"	"70"	"28"	"32"	"20"
"X100507518"	"0"	"12"	"7"	"4"	"5"	"10"
"X100507519"	"2"	"12"	"1"	"2"	"4"	"2"
"X100507520"	"507"	"1297"	"2974"	"701"	"1996"	"1172"
"X100507521"	"2"	"0"	"7"	"0"	"0"	"0"
"X100507522"	"166"	"682"	"438"	"250"	"810"	"668"
"X100507523"	"0"	"1"	"0"	"0"	"2"	"1"
"X100507524"	"718"	"460"	"895"	"267"	"143"	"130"
"X100507525"	"0"	"0"	"2"	"0"	"3"	"0"
"X100507527"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507528"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507530"	"36"	"148"	"180"	"130"	"205"	"153"
"X100507531"	"0"	"0"	"4"	"3"	"0"	"0"
"X100507533"	"423"	"609"	"551"	"380"	"807"	"589"
"X100507534"	"38"	"21"	"222"	"261"	"2"	"4"
"X100507535"	"17"	"13"	"44"	"15"	"8"	"5"
"X100507536"	"0"	"2"	"2"	"0"	"2"	"0"
"X100507537"	"1"	"3"	"0"	"0"	"0"	"4"
"X100507538"	"0"	"2"	"7"	"4"	"2"	"4"
"X100507539"	"122"	"289"	"480"	"1478"	"198"	"141"
"X100507540"	"2"	"0"	"0"	"0"	"2"	"2"
"X100507542"	"0"	"0"	"0"	"0"	"0"	"0"
"X100507545"	"1"	"21"	"1"	"4"	"22"	"19"
"X100507546"	"3"	"11"	"7"	"5"	"2"	"0"
"X100507547"	"0"	"0"	"1"	"8"	"0"	"0"
"X100507548"	"0"	"0"	"1"	"1"	"2"	"0"
"X100507550"	"4"	"6"	"4"	"0"	"0"	"2"
"X100507551"	"8"	"126"	"119"	"41"	"112"	"83"
"X100507552"	"0"	"17"	"2"	"0"	"69"	"44"
"X100507553"	"0"	"2"	"0"	"0"	"2"	"2"
"X100507554"	"19"	"16"	"23"	"16"	"17"	"12"
"X100507555"	"6"	"179"	"17"	"36"	"122"	"81"
"X100507556"	"0"	"0"	"2"	"0"	"6"	"2"
